1 input_SAM_RF_AC_Radar_#3.asc ' SAM vs AC ' Feb 14 2018 11:31:41
  0  0 99
time            lconv           msl_time        mach            pdynmc          
psiblx          thtblx          phiblx          alppx           phipx           
alphax          betax           ppx             qqx             rrx             
SBEL1           SBEL2           SBEL3           dvbe            alt             
psivlx          thtvlx          anx             ayx             mass            
thrust          xcg             ai11            ai33            stmarg_pitch    
realq1          realq2          wnq             zetq            realp           
gavail          gmax            wnr             stmarg_yaw      realr1          
realr2          prreal          dbtk            epy             dta             
epz             thtpbx          psipbx          sigdy           sigdz           
thtvlcx         psivlcx         phiblcx         ancomx          alcomx          
gnav_comp       allx            annx            gn              dcvel           
psiflx          ip_sltrange     dvtbc           wacl            pacl            
wrcl            zrate           wnlagr          ancomx_test     alcomx_test     
dpx             dqx             drx             delx1           delx2           
delx3           delx4           miss            MISS1           MISS2           
MISS3           mode            dbt             psiptx          thtptx          
etax            zetx            aztbx           eltbx           dab             
ddab            snr_db          onax            epsic           ethtc           
psisb           thtsb           lamdqb          lamdrb          
-229.919        179.155         81.245          0.89011         1.10381         
0.351466        0.0140085       5.19034         4.46616         9               1               
83.899          0               5.001           1.42136         134871          
-160.001        29.9905         0.023497        1.2417          0.0332769       
1.2417          0.000721115     0.0174106       -0.512647       0.000172232     
-936.281        -340.768        -508.149        481.004         508.149         
-160.001        28.7497         1.01209         -0.000598035    238.736         
31579           2.61244         2.47492         289.97          0.406491        
-1.36458        -119.441        0               0               -155.345        
48.9176         50              0               0.168564        -1.13786        
-119.647        -60.3922        18164.8         0               1               
0               0               0               0               0               
28.7439         -159.997        0.000810285     0.63236         -1.45095        
0               -1.45095        0.63236         0               0               
-163.509        18160           0               0.54583         247.105         
124.276         1.10339         6.9235          0               0               
-0.00365595     -0.239205       5.87712e-005    0.00359718      -0.235549       
0.00371473      0.242861        0               0               0               
0               122031          18164.3         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               10              1               
98.338          0               19.44           2.04838         178610          
177.582         12.6726         0.190489        1.91301         100.496         
-0.348618       1.88099         0.496024        -1.14712        -2.13405        
-9725.75        -1924.21        -4106.52        664.004         4106.52         
179.514         13.0077         -0.442177       -2.33646        191.12          
5888.12         2.39336         2.02616         213.288         1.29435         
-2.52318        -213.713        0               0               -107.268        
47.0855         50              0               1.29516         -2.45583        
-213.745        -108.1          6924.46         0               1               
0               0               0               0               0               
12.9944         179.522         0.1745          5.34083         -3.49395        
2085.12         -3.49395        5.34083         2.8             0               
0               6926.16         0               1.00927         397.941         
85.814          1.10339         6.9235          0               0               
-0.247282       0.37144         1.87515         -1.62787        0.618722        
2.12243         -0.124159       0               0               0               
0               140731          6923.79         0               0               
0               0               2.20862         -5.24104        6925.68         
-744.685        34.8178         0.14818         -0.00253479     -0.00051322     
0.0406775       -0.0910792      0.0203843       -0.0164051      10              1               
108.764         2               29.866          2.01992         154459          
155.159         7.43501         -0.385053       5.11832         -62.2178        
2.39069         -4.527          -1.8459         10.1434         10.9567         
-15700.9        552.781         -4995.46        647.507         4995.46         
150.625         4.98971         2.9028          5.43267         170.268         
6099.45         2.3308          1.91147         219.893         1.34071         
-2.5621         -183.274        0               0               -101.806        
42.273          50              0               1.41056         -2.57023        
-183.237        -92.9038        4.77469         0               1               
0               0               0               0               0               
4.96849         150.629         -0.38771        37.2453         33.3585         
234.763         135.732         151.547         2.8             0               
0               6926.16         0               1.02484         349.238         
81.4448         1.10339         6.9235          0               0               
0.541976        -2.78755        -4.97631        4.43434         -3.32952        
-5.51829        2.24557         4.77564         4.60975         -1.24779        
0               140731          4.87523         102.828         -85.0687        
0               0               97.5226         76.5715         4.13472         
-83.8438        163.784         95.5548         1.03331         1.30906         
0.36213         0.0702669       6.1326          5.30194         10              1               
83.909          0               5.001           1.42136         134871          
-159.998        29.9911         -0.0438761      1.24181         -0.0660256      
1.24181         -0.0014309      0.0437218       -0.512552       -8.85622e-005   
-936.27         -340.79         -508.154        481.004         508.154         
-159.998        28.7502         1.01218         0.00118516      238.736         
31579           2.61244         2.47492         289.97          0.40645         
-1.36454        -119.441        0               0               -155.345        
48.9175         50              0               0.168559        -1.13786        
-119.646        -60.3921        18163.4         0               1               
0               0               0               0               0               
28.7578         -159.983        -0.000810285    0.680954        -1.44399        
0               -1.44399        0.680954        0               0               
-163.506        18164.3         0               0.545818        247.105         
124.276         1.10339         6.92322         0               0               
0.00298552      -0.239198       -0.000122524    -0.00286299     -0.242183       
-0.00310804     0.236212        0               0               0               
0               122031          18162.9         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               11              1               
98.351          0               19.443          2.04895         178463          
177.582         12.7096         0.144743        1.91863         100.461         
-0.348493       1.88673         0.499893        -1.15296        -2.13929        
-9723.67        -1925.16        -4117.1         664.102         4117.1          
179.52          13.0461         -0.44171        -2.34187        191.114         
5890.76         2.39334         2.02613         213.281         1.29364         
-2.52143        -213.52         0               0               -107.144        
47.0793         50              0               1.29496         -2.45455        
-213.552        -108.003        6924.08         0               1               
0               0               0               0               0               
13.0709         179.528         0.175209        5.15043         -3.92885        
2085.05         -3.92885        5.15043         2.8             0               
0               6925.68         0               1.00857         397.632         
85.7155         1.10339         6.92322         0               0               
-0.247978       0.37125         1.88068         -1.6327         0.619228        
2.12866         -0.123272       0               0               0               
0               140731          6923.42         0               0               
0               0               2.17246         -5.36806        6925.52         
-744.661        34.8182         0.185254        -0.00321021     -0.000385659    
0.0411097       -0.0932985      0.0194805       -0.0184488      11              1               
108.777         2               29.869          2.01776         154116          
155.529         7.36413         -0.416735       5.07696         -62.6497        
2.33733         -4.50818        -1.88989        8.64671         11.1309         
-15699.6        555.329         -4996.1         646.81          4996.1          
151.014         4.9715          2.83534         5.38674         170.262         
6099.59         2.33079         1.91144         219.895         1.34341         
-2.56195        -183.032        0               0               -101.765        
42.3553         50              0               1.41575         -2.57144        
-182.994        -92.7826        4.03288         0               1               
0               0               0               0               0               
5.00938         151.007         -0.386246       -32.6815        -37.8407        
-240.175        -217.182        -187.572        2.8             0               
0               6925.68         0               1.02478         348.851         
81.4118         1.10339         6.92322         0               0               
0.540614        -2.70712        -4.9884         4.44779         -3.24773        
-5.52902        2.1665          4.04266         3.952           -0.851339       
-2.77556e-017   140731          4.09619         103.206         -85.0995        
0               0               78.6475         79.4982         3.11273         
85.7769         168.715         130.697         1.62573         1.60012         
0.36944         0.0626584       7.48373         8.26985         11              1               
83.899          0               5.001           1.42135         134871          
-160.003        29.9911         0.0322405       1.24182         0.0571538       
1.24182         0.00123864      -0.012422       -0.512538       -2.9175e-005    
-936.282        -340.756        -508.154        481.004         508.154         
-160.002        28.7502         1.01219         -0.00102679     238.736         
31579           2.61244         2.47492         289.97          0.406461        
-1.36455        -119.441        0               0               -155.345        
48.9175         50              0               0.168558        -1.13786        
-119.646        -60.3921        18164.8         0               1               
0               0               0               0               0               
28.7488         -159.987        0.000810285     0.637413        -1.43346        
0               -1.43346        0.637413        0               0               
-163.49         18167.9         0               0.545821        247.105         
124.276         1.10339         6.9233          0               0               
-0.00379612     -0.23921        0.000102956     0.00369316      -0.235414       
0.00389908      0.243006        0               0               0               
0               122031          18164.3         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               12              1               
98.34           0               19.442          2.04871         178517          
177.582         12.6995         0.202651        1.9191          100.818         
-0.36032        1.88498         0.493781        -1.15612        -2.12323        
-9724.63        -1926.23        -4112.98        664.058         4112.98         
179.518         13.0459         -0.45698        -2.34097        191.116         
5889.73         2.39335         2.02614         213.283         1.29389         
-2.52207        -213.593        0               0               -107.192        
47.0774         50              0               1.29381         -2.45398        
-213.626        -108.04         6924.58         0               1               
0               0               0               0               0               
13.0343         179.542         0.175168        3.78486         0.219198        
2084.9          0.219198        3.78486         2.8             0               
0               6929.15         0               1.00883         397.749         
85.7537         1.10339         6.9233          0               0               
-0.248          0.38333         1.87696         -1.62896        0.631331        
2.12496         -0.13533        0               0               0               
0               140731          6923.92         0               0               
0               0               2.19023         -5.32175        6926.28         
-744.606        34.8172         0.228166        -0.00391668     -0.00071966     
0.0421097       -0.0921392      0.0131619       0.0010444       12              1               
108.761         2               29.863          2.02089         154556          
156.08          7.57828         -0.429076       5.76547         -65.2167        
2.42356         -5.23291        -2.75546        7.59544         15.2584         
-15700.2        555.478         -4997.98        647.796         4997.98         
150.835         5.08823         3.02089         6.26377         170.274         
6100.02         2.33082         1.91151         219.89          1.28248         
-2.5157         -183.371        0               0               -101.789        
41.2928         50              0               1.40751         -2.56869        
-183.286        -92.9276        5.17894         0               1               
0               0               0               0               0               
5.06522         150.857         -0.44388        29.7592         40.1795         
551.132         328.732         243.478         2.8             0               
0               6929.15         0               1.00628         349.394         
81.4312         1.10339         6.9233          0               0               
0.625058        -2.58299        -5.82814        5.20308         -3.20804        
-6.4532         1.95793         5.29831         2.04783         -4.88655        
0               140731          5.39488         103.014         -84.978         
0               0               101.422         24.9099         4.79174         
-196.833        161.221         80.6962         1.07222         0.913227        
0.389398        0.0360164       4.23201         5.41138         12              1               
83.909          0               5.001           1.42136         134871          
-160            29.9901         0.00416092      1.24165         0.00629413      
1.24165         0.000136389     -0.108858       -0.512631       -3.52243e-005   
-936.279        -340.778        -508.146        481.004         508.146         
-160            28.7494         1.01204         -0.000113197    238.736         
31579           2.61244         2.47492         289.97          0.406524        
-1.3646         -119.441        0               0               -155.345        
48.9176         50              0               0.168566        -1.13786        
-119.647        -60.3922        18163.4         0               1               
0               0               0               0               0               
28.7433         -159.99         -0.000810285    0.679014        -1.43319        
0               -1.43319        0.679014        0               0               
-163.492        18173.3         0               0.545841        247.105         
124.276         1.1034          6.92373         0               0               
0.0063899       -0.239214       1.01017e-005    -0.0064         -0.245604       
-0.0063798      0.232824        0               0               0               
0               122031          18162.9         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               13              1               
98.348          0               19.44           2.04865         178554          
177.595         12.6891         0.173744        1.91649         100.722         
-0.356689       1.88302         0.493257        -1.15516        -2.12495        
-9724.18        -1927.11        -4110.96        664.057         4110.96         
179.529         13.0329         -0.452371       -2.3389         191.12          
5889.23         2.39336         2.02616         213.288         1.29404         
-2.52245        -213.633        0               0               -107.216        
47.0809         50              0               1.29417         -2.45454        
-213.666        -108.06         6924.61         0               1               
0               0               0               0               0               
13.0246         179.544         0.174883        1.01332         -5.6375         
2084.71         -5.6375         1.01332         2.8             0               
0               6933.89         0               1.00898         397.814         
85.7726         1.1034          6.92373         0               0               
-0.247652       0.379755        1.87516         -1.62751        0.627408        
2.12281         -0.132103       0               0               0               
0               140731          6923.95         0               0               
0               0               2.15124         -5.29611        6925            
-744.539        34.8202         0.12823         -0.00222328     -0.000256512    
0.0396033       -0.0921403      7.99791e-005    -0.0264847      13              1               
108.784         2               29.876          2.01228         153233          
154.482         8.54941         -0.316411       4.74985         -49.0581        
3.11661         -3.58614        -0.224167       11.8976         2.59889         
-15698.8        556.566         -4998.38        645.036         4998.38         
150.898         5.39291         3.69722         4.40434         170.248         
6100.11         2.33074         1.91136         219.901         1.42222         
-2.61886        -182.342        0               0               -101.651        
42.8416         50              0               1.35922         -2.52787        
-182.416        -92.4721        1.7304          0               1               
0               0               0               0               0               
5.38346         150.913         -0.30776        46.9371         -17.231         
428.253         -94.4491        257.279         2.8             0               
0               6933.89         0               1.04754         347.748         
81.3209         1.1034          6.92373         0               0               
0.421657        -3.77859        -3.53162        3.10996         -4.20025        
-3.95327        3.35694         1.73415         1.6566          -0.512794       
0               140731          1.79742         103.174         -84.6816        
0               0               58.8898         73.2938         3.82647         
-152.947        165.129         74.8227         -0.431219       1.23265         
0.294751        0.0529407       5.89392         -2.06968        13              1               
83.909          0               5.001           1.42136         134871          
-159.999        29.9906         -0.000810285    1.24174         -0.00669559     
1.24174         -0.000145098    0.0297686       -0.512574       4.94717e-005    
-936.275        -340.782        -508.15         481.004         508.15          
-159.999        28.7498         1.01211         0.000121225     238.736         
31579           2.61244         2.47492         289.97          0.406523        
-1.3646         -119.441        0               0               -155.345        
48.9176         50              0               0.168562        -1.13786        
-119.646        -60.3922        18163.4         0               1               
0               0               0               0               0               
28.7372         -159.983        0.000810285     0.670882        -1.42296        
0               -1.42296        0.670882        0               0               
-163.476        18162.3         0               0.54584         247.105         
124.276         1.1034          6.92372         0               0               
-0.00371397     -0.239229       -8.28698e-006   0.00372225      -0.235515       
0.00370568      0.242943        0               0               0               
0               122031          18162.9         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               14              1               
98.347          0               19.439          2.04831         178592          
177.565         12.6699         0.172725        1.92717         100.487         
-0.350908       1.89496         0.499058        -1.15657        -2.14846        
-9724.8         -1927.09        -4106.79        663.98          4106.79         
179.512         13.0078         -0.445123       -2.35385        191.122         
5888.19         2.39337         2.02617         213.29          1.2932          
-2.52211        -213.697        0               0               -107.262        
47.0642         50              0               1.29492         -2.4555         
-213.728        -108.092        6924.62         0               1               
0               0               0               0               0               
13.0031         179.536         0.17582         -2.12429        -0.609254       
2084.82         -0.609254       -2.12429        2.8             0               
0               6922.68         0               1.00884         397.915         
85.8099         1.1034          6.92372         0               0               
-0.249139       0.373653        1.88784         -1.6387         0.622792        
2.13698         -0.124515       0               0               0               
0               140731          6923.96         0               0               
0               0               2.18195         -5.2418         6925.66         
-744.58         34.8182         0.183965        -0.00312687     -0.000729338    
0.0411277       -0.0905853      -0.0145325      -0.00284934     14              1               
108.775         2               29.867          2.02084         154538          
155.176         7.17236         -0.383373       4.87996         -64.3868        
2.11373         -4.39943        -1.65723        7.75566         10.0569         
-15699.7        554.37          -4998.48        647.778         4998.48         
150.768         5.00796         2.56498         5.24207         170.266         
6100.13         2.3308          1.91146         219.894         1.35072         
-2.5706         -183.293        0               0               -101.784        
42.6466         50              0               1.43136         -2.58451        
-183.248        -92.9164        1.60647         0               1               
0               0               0               0               0               
5.00376         150.791         -0.380997       -31.7739        -38.606         
-699.319        -800.135        -658.534        2.8             0               
0               6922.68         0               1.02824         349.268         
81.4275         1.1034          6.92372         0               0               
0.53083         -2.4652         -4.93587        4.40504         -2.99603        
-5.4667         1.93438         1.61052         1.57519         -0.335464       
0               140731          1.72848         102.951         -85.0551        
0               0               72.149          79.483          2.55848         
249.757         172.12          161.534         2.06026         1.92451         
0.372439        0.0577527       8.99763         10.4514         14              1               
83.909          0               5.001           1.42136         134871          
-160            29.9899         0.00249738      1.24162         0.0080997       
1.24162         0.000175509     0.132672        -0.512671       -0.00011989     
-936.281        -340.776        -508.145        481.004         508.145         
-160            28.7492         1.01201         -0.000142698    238.736         
31579           2.61244         2.47492         289.97          0.406522        
-1.3646         -119.441        0               0               -155.345        
48.9177         50              0               0.168568        -1.13786        
-119.647        -60.3923        18163.4         0               1               
0               0               0               0               0               
28.7528         -159.978        0.000810285     0.690212        -1.46088        
0               -1.46088        0.690212        0               0               
-163.555        18167.3         0               0.54584         247.105         
124.276         1.1034          6.92372         0               0               
-0.00599417     -0.239205       2.39952e-005    0.00597017      -0.233211       
0.00601816      0.2452          0               0               0               
0               122031          18162.9         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               15              1               
98.349          0               19.441          2.04894         178494          
177.579         12.717          0.186111        1.92371         100.602         
-0.354079       1.89085         0.498593        -1.15078        -2.13701        
-9723.44        -1926.07        -4115.68        664.11          4115.68         
179.521         13.0577         -0.448961       -2.34769        191.118         
5890.4          2.39335         2.02615         213.286         1.29326         
-2.52131        -213.551        0               0               -107.161        
47.071          50              0               1.29433         -2.45421        
-213.582        -108.018        6924.66         0               1               
0               0               0               0               0               
13.0596         179.541         0.175648        -0.333489       -5.10514        
2084.79         -5.10514        -0.333489       2.8             0               
0               6931.43         0               1.00852         397.681         
85.7289         1.1034          6.92372         0               0               
-0.248623       0.376912        1.88366         -1.63503        0.625536        
2.13228         -0.128289       0               0               0               
0               140731          6924            0               0               
0               0               2.17578         -5.36269        6925.3          
-744.568        34.8183         0.128178        -0.00220026     -0.000404461    
0.0401897       -0.0930859      -0.00622021     -0.0239808      15              1               
108.774         2               29.866          2.01763         154060          
155.111         8.40146         -0.35118        5.32204         -55.4815        
3.02176         -4.38303        -1.88112        10.7257         10.2644         
-15699.8        555.25          -4997.9         646.753         4997.9          
150.722         5.32875         3.68078         5.30291         170.268         
6100            2.3308          1.91147         219.893         1.35367         
-2.56967        -182.972        0               0               -101.739        
41.9445         50              0               1.36362         -2.53609        
-182.983        -92.7598        2.5733          0               1               
0               0               0               0               0               
5.31864         150.729         -0.366867       -33.2623        -37.3312        
-113.385        -93.0212        -82.8825        2.8             0               
0               6931.43         0               1.02787         348.755         
81.391          1.1034          6.92372         0               0               
0.514433        -3.42968        -4.71315        4.19872         -3.94411        
-5.22759        2.91525         2.59056         2.15656         -1.43535        
0               140731          2.75621         102.953         -84.7376        
0               0               99.2859         58.8881         3.67049         
40.4945         165.852         121.021         1.47402         1.51286         
0.371193        0.0591911       7.0688          7.49808         15              1               
83.899          0               5.001           1.42135         134871          
-160.001        29.9909         0.0169296       1.24178         0.0282618       
1.24178         0.000612474     -0.116109       -0.512561       3.09483e-005    
-936.279        -340.766        -508.153        481.004         508.153         
-160.001        28.7501         1.01215         -0.00050757     238.736         
31579           2.61244         2.47492         289.97          0.406497        
-1.36458        -119.441        0               0               -155.345        
48.9175         50              0               0.16856         -1.13786        
-119.646        -60.3921        18164.8         0               1               
0               0               0               0               0               
28.7516         -160.007        0.000810285     0.655928        -1.41648        
0               -1.41648        0.655928        0               0               
-163.441        18161.2         0               0.545832        247.105         
124.276         1.10339         6.92354         0               0               
-0.00139913     -0.239213       5.04232e-005    0.00134871      -0.237814       
0.00144955      0.240613        0               0               0               
0               122031          18164.3         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               16              1               
98.339          0               19.441          2.04863         178572          
177.601         12.6747         0.185098        1.91396         100.737         
-0.356717       1.88044         0.500302        -1.14915        -2.14538        
-9725.22        -1926.25        -4110.03        664.058         4110.03         
179.533         13.0181         -0.452598       -2.33582        191.118         
5889            2.39335         2.02615         213.286         1.29429         
-2.5228         -213.657        0               0               -107.228        
47.0844         50              0               1.2942          -2.45471        
-213.689        -108.072        6924.46         0               1               
0               0               0               0               0               
13.02           179.533         0.174603        -0.656707       -4.96349        
2084.86         -4.96349        -0.656707       2.8             0               
0               6922.65         0               1.00912         397.851         
85.7822         1.10339         6.92354         0               0               
-0.247346       0.379249        1.87313         -1.62579        0.626595        
2.12048         -0.131903       0               0               0               
0               140731          6923.8          0               0               
0               0               2.17049         -5.27313        6925.36         
-744.593        34.8193         0.22085         -0.00376226     -0.000838427    
0.0414391       -0.0913447      -0.00773447     -0.0233132      16              1               
108.763         2               29.865          2.01856         154229          
153.949         7.98619         -0.278502       4.17888         -51.9391        
2.5791          -3.28915        -0.847554       9.23681         5.28395         
-15700.9        552.359         -4996.57        647.067         4996.57         
150.656         5.3748          3.05294         3.9713          170.27          
6099.7          2.33081         1.91148         219.892         1.44326         
-2.64249        -183.021        0               0               -101.77         
43.6848         50              0               1.3968          -2.55946        
-183.084        -92.8218        3.66089         0               1               
0               0               0               0               0               
5.37198         150.655         -0.282755       44.7653         22.2725         
417.618         128.204         257.677         2.8             0               
0               6922.65         0               1.057           348.834         
81.4158         1.10339         6.92354         0               0               
0.391453        -3.21367        -3.52539        3.13394         -3.60512        
-3.91685        2.82222         3.66558         3.50037         -1.08807        
0               140731          3.7753          102.884         -84.6897        
0               0               97.3409         75.0182         2.58506         
-149.149        171.942         79.3702         0.556701        1.26849         
0.337646        0.0347697       5.98935         2.84048         16              1               
83.909          0               5.001           1.42135         134871          
-160            29.9907         -0.000810285    1.24178         -0.00245823     
1.24178         -5.32733e-005   0.0797368       -0.51255        2.19708e-005    
-936.276        -340.778        -508.151        481.004         508.151         
-160            28.7499         1.01214         4.66058e-005    238.736         
31579           2.61244         2.47492         289.97          0.406528        
-1.3646         -119.441        0               0               -155.345        
48.9175         50              0               0.16856         -1.13786        
-119.646        -60.3921        18163.4         0               1               
0               0               0               0               0               
28.7385         -160.025        -0.000810285    0.614522        -1.41363        
0               -1.41363        0.614522        0               0               
-163.478        18158.8         0               0.545841        247.105         
124.276         1.1034          6.92375         0               0               
0.00206925      -0.239256       5.11472e-006    -0.00207436     -0.241325       
-0.00206413     0.237187        0               0               0               
0               122031          18162.9         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               17              1               
98.35           0               19.442          2.04871         178518          
177.608         12.6717         0.17445         1.92156         100.83          
-0.361181       1.88733         0.493401        -1.14494        -2.12553        
-9724.33        -1931.41        -4112.97        664.06          4112.97         
179.546         13.0199         -0.45807        -2.344          191.116         
5889.73         2.39335         2.02614         213.283         1.29369         
-2.52192        -213.594        0               0               -107.192        
47.0736         50              0               1.29371         -2.45391        
-213.627        -108.04         6924.07         0               1               
0               0               0               0               0               
13.014          179.527         0.175403        2.23295         1.5662          
2084.3          1.5662          2.23295         2.8             0               
0               6918.72         0               1.00877         397.751         
85.7539         1.1034          6.92375         0               0               
-0.248325       0.384247        1.87894         -1.63062        0.632572        
2.12727         -0.135922       0               0               0               
0               140731          6923.41         0               0               
0               0               2.09884         -5.29542        6923.03         
-744.394        34.8228         0.218613        -0.00375425     -0.000680981    
0.0402456       -0.0914603      0.00591814      0.00737713      17              1               
108.776         2               29.868          2.01551         153784          
156.04          8.51512         -0.425478       5.96678         -59.3514        
3.04985         -5.13086        -2.39777        10.4264         12.8224         
-15699.5        557.09          -4995.59        646.09          4995.59         
150.902         5.39736         3.76619         6.20307         170.264         
6099.48         2.33079         1.91145         219.894         1.29361         
-2.51962        -182.855        0               0               -101.734        
40.9849         50              0               1.36254         -2.53368        
-182.815        -92.6745        5.26844         0               1               
0               0               0               0               0               
5.38821         150.878         -0.427357       -32.9005        -37.6505        
-189.603        -161.591        -141.205        2.8             0               
0               6918.72         0               1.00785         348.568         
81.3871         1.1034          6.92375         0               0               
0.601485        -3.29452        -5.49118        4.88969         -3.89601        
-6.09266        2.69304         5.313           4.47001         -2.87175        
-2.77556e-017   140731          5.40307         103.142         -84.6766        
0               0               96.7678         59.7702         4.52709         
67.7152         162.209         123.597         1.51815         1.53251         
0.384655        0.0684575       7.12286         7.74755         17              1               
83.899          0               5.001           1.42135         134871          
-160            29.9908         0.0174622       1.24177         0.0195964       
1.24177         0.000424679     -0.086063       -0.512556       0.000178228     
-936.276        -340.775        -508.152        481.004         508.152         
-160            28.75           1.01214         -0.000351094    238.736         
31579           2.61244         2.47492         289.97          0.406507        
-1.36459        -119.441        0               0               -155.345        
48.9175         50              0               0.168561        -1.13786        
-119.646        -60.3921        18164.8         0               1               
0               0               0               0               0               
28.7767         -160.001        0.000810285     0.604184        -1.42174        
0               -1.42174        0.604184        0               0               
-163.464        18168.1         0               0.545835        247.105         
124.276         1.1034          6.92361         0               0               
-0.00197529     -0.239224       3.80739e-005    0.00193722      -0.237248       
0.00201337      0.241199        0               0               0               
0               122031          18164.3         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               18              1               
98.337          0               19.439          2.04817         178680          
177.616         12.6398         0.195129        1.9191          100.835         
-0.360897       1.88487         0.49639         -1.15923        -2.1382         
-9726.35        -1929.07        -4101.91        663.973         4101.91         
179.552         12.9871         -0.458199       -2.34293        191.122         
5886.97         2.39337         2.02617         213.29          1.29412         
-2.52354        -213.802        0               0               -107.322        
47.0748         50              0               1.29394         -2.45532        
-213.835        -108.145        6924.56         0               1               
0               0               0               0               0               
13.0043         179.551         0.174925        -4.12887        -4.35809        
2084.63         -4.35809        -4.12887        2.8             0               
0               6928.5          0               1.00942         398.084         
85.8575         1.1034          6.92361         0               0               
-0.248004       0.383537        1.87647         -1.62847        0.631541        
2.12448         -0.135533       0               0               0               
0               140731          6923.9          0               0               
0               0               2.13601         -5.17067        6922.64         
-744.512        34.8245         0.122416        -0.00182663     -0.0011083      
0.0388172       -0.0891426      -0.0239889      -0.0204722      18              1               
108.785         2               29.887          2.01417         153586          
154.971         8.00756         -0.363712       5.32481         -58.8147        
2.76305         -4.55359        -1.9667         10.9877         11.0838         
-15698.8        560.822         -4995.2         645.664         4995.2          
150.41          5.19014         3.35618         5.46486         170.226         
6099.39         2.33068         1.91124         219.91          1.34194         
-2.55748        -182.669        0               0               -101.728        
41.979          50              0               1.38542         -2.54809        
-182.654        -92.6008        6.54594         0               1               
0               0               0               0               0               
5.19018         150.399         -0.383821       34.9023         35.8026         
171.703         114.291         111.417         2.8             0               
0               6928.5          0               1.02299         348.271         
81.382          1.1034          6.92361         0               0               
0.538877        -3.14472        -4.95164        4.41277         -3.6836         
-5.49052        2.60585         6.54883         4.87357         -4.37442        
0               140731          6.73328         102.699         -84.8648        
0               0               104.385         50.1245         4.70525         
-61.3225        161.538         101.282         1.18528         1.31145         
0.375925        0.0736206       6.11363         6.0715          18              1               
83.909          0               5.001           1.42135         134871          
-160            29.9909         -0.00310399     1.24179         -0.00525884     
1.24179         -0.000113967    0.0789755       -0.512544       -2.29774e-005   
-936.275        -340.778        -508.153        481.004         508.153         
-160            28.75           1.01215         9.41039e-005    238.736         
31579           2.61244         2.47492         289.97          0.406525        
-1.3646         -119.441        0               0               -155.345        
48.9175         50              0               0.16856         -1.13786        
-119.646        -60.3921        18163.4         0               1               
0               0               0               0               0               
28.7663         -160.012        -0.000810285    0.629616        -1.42434        
0               -1.42434        0.629616        0               0               
-163.496        18147.1         0               0.54584         247.105         
124.276         1.1034          6.92373         0               0               
0.00207736      -0.239245       -1.01991e-005   -0.00206716     -0.241323       
-0.00208756     0.237168        0               0               0               
0               122031          18162.9         0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               19              1               
98.345          0               19.437          2.04758         178742          
177.592         12.593          0.179746        1.92595         100.679         
-0.357011       1.89258         0.497888        -1.14471        -2.15048        
-9726.88        -1930.58        -4094.87        663.842         4094.87         
179.535         12.9369         -0.453302       -2.3529         191.126         
5885.22         2.39338         2.02619         213.295         1.29374         
-2.5238         -213.907        0               0               -107.401        
47.0635         50              0               1.29459         -2.4564         
-213.939        -108.198        6924.29         0               1               
0               0               0               0               0               
12.9568         179.525         0.175451        3.02218         4.60437         
2084.66         4.60437         3.02218         2.8             0               
0               6912.28         0               1.00952         398.251         
85.9204         1.1034          6.92373         0               0               
-0.248979       0.38004         1.88497         -1.63599        0.629019        
2.13395         -0.131061       0               0               0               
0               140731          6923.63         0               0               
0               0               2.12973         -5.06552        6924.99         
-744.523        34.8197         0.196718        -0.00338602     -0.000568307    
0.0408712       -0.0877069      0.00966684      0.0216561       19              1               
108.787         2               29.879          2.0158          153773          
155.204         7.16515         -0.38061        4.78008         -69.5184        
1.676           -4.47727        -2.09854        3.85356         11.8665         
-15698.4        557.594         -4998.19        646.165         4998.19         
150.71          5.43974         2.05396         5.23196         170.242         
6100.07         2.33073         1.91133         219.903         1.34718         
-2.56273        -182.773        0               0               -101.713        
42.8612         50              0               1.46779         -2.60371        
-182.697        -92.6503        2.02536         0               1               
0               0               0               0               0               
5.45355         150.694         -0.389973       -35.8255        -34.8788        
-571.685        -577.727        -593.408        2.8             0               
0               6912.28         0               1.02509         348.436         
81.3704         1.1034          6.92373         0               0               
0.547221        -1.85242        -5.22105        4.67382         -2.39964        
-5.76827        1.3052          2.04739         1.84125         -0.895324       
0               140731          2.08917         102.966         -84.6281        
0               0               73.1364         66.3374         2.47242         
204.173         172.714         162.564         1.82456         2.17281         
0.386935        0.0256979       10.097          9.17783         19              1               
83.889          0               5.001           1.42136         134871          
-160            29.9896         0.000810285     1.24157         0.00213355      
1.24157         4.62292e-005    -0.0673762      -0.512711       -6.61768e-005   
-936.281        -340.778        -508.143        481.004         508.143         
-160            28.749          1.01198         -3.81776e-005   238.736         
